SAMPLE_ID	SAMPLE_NAME	GENE_NAME	REGULATION	Z_SCORE	ID_STUDY																																											
2120252	TCGA-06-0190-02	CASKIN1	normal	-1.161	329																																											
2120305	TCGA-19-2624-01	CASKIN1	normal	0.785	329																																											
2120346	TCGA-32-1980-01	CASKIN1	over	2.54	329																																											
2120378	TCGA-76-4926-01	CASKIN1	normal	-0.183	329																																											
2178065	TCGA-06-0152-02	CASKIN1	normal	0.42	329																																											
1337858	TCGA-06-0744-01	CATSPER4	over	5.428	329																																											
1337859	TCGA-06-0745-01	CATSPER4	normal	-0.198	329																																											
1338022	TCGA-16-0846-01	CATSPER4	normal	-0.198	329																																											
1338057	TCGA-27-1832-01	CATSPER4	normal	-0.198	329																																											
1338067	TCGA-27-2523-01	CATSPER4	normal	-0.198	329																																											
1338079	TCGA-28-1753-01	CATSPER4	normal	-0.198	329																																											
1910168	TCGA-06-0125-01	CATSPER4	normal	-0.198	329																																											
1910184	TCGA-06-0157-01	CATSPER4	normal	-0.198	329																																											
1910190	TCGA-06-0174-01	CATSPER4	normal	-0.198	329																																											
1910206	TCGA-06-0211-01	CATSPER4	normal	-0.198	329																																											
2120252	TCGA-06-0190-02	CATSPER4	normal	-0.198	329																																											
2120305	TCGA-19-2624-01	CATSPER4	normal	-0.198	329																																											
2120346	TCGA-32-1980-01	CATSPER4	normal	-0.198	329																																											
2120378	TCGA-76-4926-01	CATSPER4	normal	-0.198	329																																											
1337858	TCGA-06-0744-01	CAV3	normal	-0.365	329																																											
1337859	TCGA-06-0745-01	CAV3	normal	1.799	329																																											
1338022	TCGA-16-0846-01	CAV3	normal	1.052	329																																											
1338057	TCGA-27-1832-01	CAV3	normal	-0.365	329																																											
1338079	TCGA-28-1753-01	CAV3	normal	-0.365	329																																											
1910168	TCGA-06-0125-01	CAV3	normal	-0.302	329																																											
1910184	TCGA-06-0157-01	CAV3	normal	-0.365	329																																											
1910190	TCGA-06-0174-01	CAV3	normal	-0.209	329																																											
1910206	TCGA-06-0211-01	CAV3	normal	-0.264	329																																											
2120252	TCGA-06-0190-02	CAV3	normal	-0.279	329																																											
2120253	TCGA-06-0210-02	CAV3	normal	0.311	329																																											
2120305	TCGA-19-2624-01	CAV3	normal	0.145	329																																											
2178065	TCGA-06-0152-02	CAV3	normal	-0.297	329																																											
1337858	TCGA-06-0744-01	CBX1	normal	0.247	329																																											
1337859	TCGA-06-0745-01	CBX1	normal	0.411	329																																											
1338057	TCGA-27-1832-01	CBX1	normal	1.569	329																																											
1338067	TCGA-27-2523-01	CBX1	normal	0.237	329																																											
1338079	TCGA-28-1753-01	CBX1	normal	0.16	329																																											
1910184	TCGA-06-0157-01	CBX1	normal	1.216	329																																											
1910190	TCGA-06-0174-01	CBX1	normal	1.606	329																																											
1910247	TCGA-12-0618-01	CBX1	over	2.056	329																																											
2120253	TCGA-06-0210-02	CBX1	normal	0.732	329																																											
2120305	TCGA-19-2624-01	CBX1	over	2.704	329																																											
2120378	TCGA-76-4926-01	CBX1	over	2.045	329																																											
2178065	TCGA-06-0152-02	CBX1	normal	-0.792	329																																											
1337859	TCGA-06-0745-01	CCDC144NL	normal	-0.155	329																																											
1338022	TCGA-16-0846-01	CCDC144NL	normal	0.992	329																																											
1338057	TCGA-27-1832-01	CCDC144NL	normal	-0.112	329																																											
1338067	TCGA-27-2523-01	CCDC144NL	normal	0.421	329																																											
1338079	TCGA-28-1753-01	CCDC144NL	normal	0.874	329																																											
1910184	TCGA-06-0157-01	CCDC144NL	normal	-0.83	329																																											
1910190	TCGA-06-0174-01	CCDC144NL	over	31.239	329																																											
1910206	TCGA-06-0211-01	CCDC144NL	normal	-0.83	329																																											
1910247	TCGA-12-0618-01	CCDC144NL	normal	-0.83	329																																											
2120252	TCGA-06-0190-02	CCDC144NL	normal	0.051	329																																											
2120305	TCGA-19-2624-01	CCDC144NL	normal	-0.174	329																																											
2120346	TCGA-32-1980-01	CCDC144NL	over	2.544	329																																											
2120378	TCGA-76-4926-01	CCDC144NL	normal	-0.83	329																																											
2178065	TCGA-06-0152-02	CCDC144NL	normal	0.562	329																																											
1337858	TCGA-06-0744-01	CCDC28B	normal	-0.419	329																																											
1337859	TCGA-06-0745-01	CCDC28B	normal	1.119	329																																											
1338022	TCGA-16-0846-01	CCDC28B	normal	-0.078	329																																											
1338067	TCGA-27-2523-01	CCDC28B	normal	0.808	329																																											
1338079	TCGA-28-1753-01	CCDC28B	normal	0.183	329																																											
1910168	TCGA-06-0125-01	CCDC28B	normal	-0.331	329																																											
1910184	TCGA-06-0157-01	CCDC28B	normal	0.174	329																																											
1910190	TCGA-06-0174-01	CCDC28B	normal	0.255	329																																											
1910206	TCGA-06-0211-01	CCDC28B	normal	-0.572	329																																											
2120252	TCGA-06-0190-02	CCDC28B	normal	-0.84	329																																											
2120253	TCGA-06-0210-02	CCDC28B	normal	-0.57	329																																											
2120346	TCGA-32-1980-01	CCDC28B	normal	-1.181	329																																											
2120378	TCGA-76-4926-01	CCDC28B	normal	-1.205	329																																											
2178065	TCGA-06-0152-02	CCDC28B	normal	-0.984	329																																											
1337859	TCGA-06-0745-01	CCHCR1	normal	0.38	329																																											
1338022	TCGA-16-0846-01	CCHCR1	normal	0.131	329																																											
1338057	TCGA-27-1832-01	CCHCR1	normal	1.788	329																																											
1338067	TCGA-27-2523-01	CCHCR1	normal	0.099	329																																											
1338079	TCGA-28-1753-01	CCHCR1	normal	-0.448	329																																											
1910184	TCGA-06-0157-01	CCHCR1	normal	-0.06	329																																											
1910190	TCGA-06-0174-01	CCHCR1	normal	-0.146	329																																											
1910206	TCGA-06-0211-01	CCHCR1	normal	-0.421	329																																											
1910247	TCGA-12-0618-01	CCHCR1	normal	0.7	329																																											
